deal_id,company_name,deal_name,stage,deal_size,days_in_stage,response_latency_hrs,sentiment_trend,stakeholder_count,competitor_mentions,scope_change_flags,outcome
DEAL-0209,OmniSoft,OmniSoft - Digital Transformation Deal,Closed,1486000.0,79,43.0,declining,12,6,4,lost
DEAL-0210,Nexus Enterprise,Nexus Enterprise - Digital Transformation Deal,Closed,45000.0,175,8.3,stable,6,4,2,lost
DEAL-0211,Apex Global,Apex Global - Enterprise Platform Renewal & Expansion,Closed,413000.0,151,41.8,declining,11,0,4,lost
DEAL-0212,ZeroDay Defense,ZeroDay Defense - Enterprise Platform Renewal & Expansion,Closed,937000.0,40,59.2,improving,7,0,4,lost
DEAL-0213,DataCore Inc,DataCore Inc - Digital Transformation Deal,Closed,673000.0,41,30.0,improving,7,3,4,lost
DEAL-0214,Vertex Systems,Vertex Systems - Enterprise Platform Renewal & Expansion,Closed,1109000.0,38,37.6,declining,1,2,3,lost
DEAL-0215,OmniSoft,OmniSoft - Enterprise Platform Renewal & Expansion,Closed,700000.0,90,39.6,declining,9,6,2,lost
DEAL-0216,Genesis Cloud,Genesis Cloud - Enterprise Platform Renewal & Expansion,Closed,433000.0,60,67.8,stable,5,6,2,lost
DEAL-0217,Velocity Networks,Velocity Networks - Digital Transformation Deal,Closed,536000.0,73,21.1,declining,12,5,4,stalled
DEAL-0218,ScaleGrid,ScaleGrid - Enterprise Platform Renewal & Expansion,Closed,1433000.0,77,3.5,declining,3,0,2,lost
DEAL-0219,Krypton Labs,Krypton Labs - Enterprise Platform Renewal & Expansion,Closed,337000.0,72,67.2,declining,9,2,1,stalled
DEAL-0220,IronClad Security,IronClad Security - Digital Transformation Deal,Closed,1011000.0,60,46.1,improving,9,0,3,won
DEAL-0221,Vertex Systems,Vertex Systems - Digital Transformation Deal,Closed,1161000.0,143,70.4,improving,1,3,3,lost
DEAL-0222,Genesis Cloud,Genesis Cloud - Enterprise Platform Renewal & Expansion,Closed,445000.0,168,4.7,improving,5,5,4,stalled
DEAL-0223,Aether Systems,Aether Systems - Enterprise Platform Renewal & Expansion,Closed,279000.0,12,71.8,stable,3,6,3,stalled
DEAL-0224,Matrix Networks,Matrix Networks - Enterprise Platform Renewal & Expansion,Closed,34000.0,157,8.2,stable,10,2,3,lost
DEAL-0225,Aura Insights,Aura Insights - Enterprise Platform Renewal & Expansion,Closed,1336000.0,132,34.0,improving,3,6,0,stalled
DEAL-0226,Vanguard Cloud,Vanguard Cloud - Enterprise Platform Renewal & Expansion,Closed,1084000.0,89,57.0,declining,1,5,1,stalled
DEAL-0227,ScaleGrid,ScaleGrid - Enterprise Platform Renewal & Expansion,Closed,783000.0,105,48.4,improving,2,1,3,stalled
DEAL-0228,IronClad Security,IronClad Security - Digital Transformation Deal,Closed,588000.0,71,68.7,stable,8,4,4,won
DEAL-0229,Quantum Dynamics,Quantum Dynamics - Enterprise Platform Renewal & Expansion,Closed,112000.0,122,22.4,stable,2,5,4,lost
DEAL-0230,Nexus Enterprise,Nexus Enterprise - Enterprise Platform Renewal & Expansion,Closed,965000.0,97,44.4,improving,5,1,3,won
DEAL-0231,Quantum Dynamics,Quantum Dynamics - Digital Transformation Deal,Closed,833000.0,140,57.8,improving,8,6,1,lost
DEAL-0232,CloudScale,CloudScale - Enterprise Platform Renewal & Expansion,Closed,802000.0,22,66.1,improving,6,0,4,lost
DEAL-0233,Genesis Cloud,Genesis Cloud - Enterprise Platform Renewal & Expansion,Closed,242000.0,136,32.1,declining,6,1,4,lost
DEAL-0234,Zenith Enterprise,Zenith Enterprise - Digital Transformation Deal,Closed,102000.0,134,30.2,declining,3,0,4,lost
DEAL-0235,Nexus Enterprise,Nexus Enterprise - Enterprise Platform Renewal & Expansion,Closed,606000.0,58,41.8,improving,1,3,2,lost
DEAL-0236,Aura Insights,Aura Insights - Enterprise Platform Renewal & Expansion,Closed,1403000.0,123,2.8,stable,2,1,1,lost
DEAL-0237,Sentinels Security,Sentinels Security - Digital Transformation Deal,Closed,1339000.0,99,27.4,declining,8,5,4,stalled
DEAL-0238,Pinnacle Networks,Pinnacle Networks - Digital Transformation Deal,Closed,1489000.0,138,9.6,improving,7,6,0,lost
DEAL-0239,Nexus Enterprise,Nexus Enterprise - Digital Transformation Deal,Closed,1084000.0,139,27.6,improving,7,1,3,stalled
DEAL-0240,Luminary Data,Luminary Data - Digital Transformation Deal,Closed,1315000.0,11,58.4,stable,2,4,0,stalled
DEAL-0241,Beacon Dynamics,Beacon Dynamics - Digital Transformation Deal,Closed,70000.0,175,50.8,improving,10,1,0,lost
DEAL-0242,InfiniTech,InfiniTech - Enterprise Platform Renewal & Expansion,Closed,1136000.0,38,36.5,stable,1,1,4,stalled
DEAL-0243,OmniSoft,OmniSoft - Digital Transformation Deal,Closed,1317000.0,136,16.3,stable,11,2,0,stalled
DEAL-0244,Frontier AI,Frontier AI - Enterprise Platform Renewal & Expansion,Closed,652000.0,15,70.0,declining,8,5,3,lost
DEAL-0245,OmniSoft,OmniSoft - Enterprise Platform Renewal & Expansion,Closed,624000.0,99,13.6,declining,5,3,1,lost
DEAL-0246,Nexus Enterprise,Nexus Enterprise - Enterprise Platform Renewal & Expansion,Closed,234000.0,17,40.7,stable,8,4,4,stalled
DEAL-0247,IronClad Security,IronClad Security - Digital Transformation Deal,Closed,509000.0,118,61.1,improving,2,4,1,stalled
DEAL-0248,Radiant Systems,Radiant Systems - Enterprise Platform Renewal & Expansion,Closed,912000.0,51,58.0,declining,2,5,4,stalled
DEAL-0249,Hyperion Systems,Hyperion Systems - Enterprise Platform Renewal & Expansion,Closed,513000.0,57,67.5,declining,1,0,3,lost
DEAL-0250,Hyperion Systems,Hyperion Systems - Digital Transformation Deal,Closed,374000.0,75,27.7,declining,6,5,2,stalled
DEAL-0251,Quantum Dynamics,Quantum Dynamics - Enterprise Platform Renewal & Expansion,Closed,756000.0,123,55.0,stable,2,1,2,stalled
DEAL-0252,Aether Systems,Aether Systems - Enterprise Platform Renewal & Expansion,Closed,347000.0,7,19.1,declining,3,4,3,stalled
DEAL-0253,Genesis Cloud,Genesis Cloud - Digital Transformation Deal,Closed,582000.0,130,39.9,declining,4,2,2,lost
DEAL-0254,Velocity Networks,Velocity Networks - Enterprise Platform Renewal & Expansion,Closed,970000.0,120,12.5,stable,8,1,1,lost
DEAL-0255,Velocity Networks,Velocity Networks - Digital Transformation Deal,Closed,1336000.0,18,38.0,improving,11,6,0,lost
DEAL-0256,Sentinels Security,Sentinels Security - Digital Transformation Deal,Closed,953000.0,41,1.2,declining,2,3,2,stalled
DEAL-0257,Vertex Systems,Vertex Systems - Enterprise Platform Renewal & Expansion,Closed,43000.0,144,29.9,improving,9,4,2,stalled
DEAL-0258,Matrix Networks,Matrix Networks - Digital Transformation Deal,Closed,1223000.0,113,58.1,improving,11,0,0,stalled
DEAL-0259,IronClad Security,IronClad Security - Digital Transformation Deal,Closed,799000.0,71,57.3,improving,6,2,3,stalled
DEAL-0260,IronClad Security,IronClad Security - Enterprise Platform Renewal & Expansion,Closed,354000.0,23,47.2,declining,11,6,0,stalled
DEAL-0261,Radiant Systems,Radiant Systems - Digital Transformation Deal,Closed,724000.0,5,50.8,improving,11,3,3,stalled
DEAL-0262,Optima Solutions,Optima Solutions - Enterprise Platform Renewal & Expansion,Closed,1290000.0,138,66.2,improving,2,1,4,lost
DEAL-0263,Aether Systems,Aether Systems - Enterprise Platform Renewal & Expansion,Closed,1033000.0,142,40.8,improving,5,1,2,won
DEAL-0264,Hyperion Systems,Hyperion Systems - Enterprise Platform Renewal & Expansion,Closed,1133000.0,104,66.9,stable,12,1,4,stalled
DEAL-0265,Radiant Systems,Radiant Systems - Enterprise Platform Renewal & Expansion,Closed,820000.0,38,57.0,declining,7,5,0,lost
DEAL-0266,Pinnacle Networks,Pinnacle Networks - Digital Transformation Deal,Closed,667000.0,90,43.8,declining,2,4,3,lost
DEAL-0267,OmniSoft,OmniSoft - Digital Transformation Deal,Closed,425000.0,128,16.8,declining,8,3,3,stalled
DEAL-0268,Radiant Systems,Radiant Systems - Digital Transformation Deal,Closed,936000.0,21,6.4,improving,4,3,1,stalled
DEAL-0269,OmniSoft,OmniSoft - Digital Transformation Deal,Closed,155000.0,116,26.2,stable,5,0,1,won
DEAL-0270,Stratum Software,Stratum Software - Digital Transformation Deal,Closed,841000.0,29,2.4,stable,7,4,0,stalled
DEAL-0271,OmniSoft,OmniSoft - Enterprise Platform Renewal & Expansion,Closed,38000.0,102,56.2,declining,7,4,1,lost
DEAL-0272,Forward Media,Forward Media - Enterprise Platform Renewal & Expansion,Closed,271000.0,80,19.7,improving,5,0,1,won
DEAL-0273,Sentinels Security,Sentinels Security - Digital Transformation Deal,Closed,1178000.0,67,68.0,declining,6,5,3,lost
DEAL-0274,Genesis Cloud,Genesis Cloud - Digital Transformation Deal,Closed,221000.0,104,24.3,declining,1,3,2,lost
DEAL-0275,Stratum Software,Stratum Software - Enterprise Platform Renewal & Expansion,Closed,1292000.0,37,22.0,declining,10,5,1,lost
DEAL-0276,Frontier AI,Frontier AI - Enterprise Platform Renewal & Expansion,Closed,1454000.0,180,45.8,declining,5,6,1,stalled
DEAL-0277,Luminary Data,Luminary Data - Enterprise Platform Renewal & Expansion,Closed,602000.0,147,14.8,declining,2,1,4,won
DEAL-0278,Vanguard Cloud,Vanguard Cloud - Enterprise Platform Renewal & Expansion,Closed,330000.0,180,5.4,stable,5,5,3,stalled
DEAL-0279,Nexus Enterprise,Nexus Enterprise - Digital Transformation Deal,Closed,995000.0,111,56.9,improving,12,3,4,lost
DEAL-0280,ScaleGrid,ScaleGrid - Enterprise Platform Renewal & Expansion,Closed,1387000.0,110,39.4,stable,12,5,4,lost
DEAL-0281,CloudScale,CloudScale - Digital Transformation Deal,Closed,387000.0,93,12.4,declining,11,0,4,lost
DEAL-0282,ScaleGrid,ScaleGrid - Enterprise Platform Renewal & Expansion,Closed,511000.0,30,1.3,stable,7,1,4,lost
DEAL-0283,InfiniTech,InfiniTech - Digital Transformation Deal,Closed,599000.0,153,49.9,improving,11,2,0,stalled
DEAL-0284,Matrix Networks,Matrix Networks - Digital Transformation Deal,Closed,1443000.0,39,25.4,stable,2,3,1,lost
DEAL-0285,Pinnacle Networks,Pinnacle Networks - Digital Transformation Deal,Closed,668000.0,118,23.3,stable,12,0,0,won
DEAL-0286,Optima Solutions,Optima Solutions - Enterprise Platform Renewal & Expansion,Closed,1022000.0,65,37.4,declining,3,1,2,lost
DEAL-0287,Vanguard Cloud,Vanguard Cloud - Digital Transformation Deal,Closed,619000.0,50,46.3,stable,3,3,0,lost
DEAL-0288,Genesis Cloud,Genesis Cloud - Digital Transformation Deal,Closed,656000.0,57,15.2,declining,1,6,0,lost
DEAL-0289,Aura Insights,Aura Insights - Digital Transformation Deal,Closed,502000.0,32,19.3,stable,8,4,2,stalled
DEAL-0290,ScaleGrid,ScaleGrid - Enterprise Platform Renewal & Expansion,Closed,535000.0,161,12.8,declining,8,5,2,lost
DEAL-0291,CloudScale,CloudScale - Enterprise Platform Renewal & Expansion,Closed,484000.0,81,8.9,stable,4,5,1,stalled
DEAL-0292,Sentinels Security,Sentinels Security - Enterprise Platform Renewal & Expansion,Closed,871000.0,50,35.3,declining,7,5,1,lost
DEAL-0293,Velocity Networks,Velocity Networks - Digital Transformation Deal,Closed,297000.0,161,4.3,stable,8,0,3,stalled
DEAL-0294,Radiant Systems,Radiant Systems - Enterprise Platform Renewal & Expansion,Closed,768000.0,107,49.5,stable,8,5,3,lost
DEAL-0295,CloudScale,CloudScale - Enterprise Platform Renewal & Expansion,Closed,1198000.0,77,2.8,improving,4,4,2,won
DEAL-0296,Vanguard Cloud,Vanguard Cloud - Enterprise Platform Renewal & Expansion,Closed,1163000.0,143,37.0,declining,8,0,2,lost
DEAL-0297,Quantum Dynamics,Quantum Dynamics - Enterprise Platform Renewal & Expansion,Closed,1140000.0,115,39.6,stable,12,0,1,stalled
DEAL-0298,Aether Systems,Aether Systems - Digital Transformation Deal,Closed,536000.0,115,62.4,improving,2,6,1,stalled
DEAL-0299,Pinnacle Networks,Pinnacle Networks - Enterprise Platform Renewal & Expansion,Closed,923000.0,45,44.6,improving,7,6,1,lost
DEAL-0300,Pinnacle Networks,Pinnacle Networks - Enterprise Platform Renewal & Expansion,Closed,903000.0,85,70.5,stable,3,2,4,stalled
DEAL-0301,Zenith Enterprise,Zenith Enterprise - Enterprise Platform Renewal & Expansion,Closed,1025000.0,37,69.3,stable,2,0,2,lost
DEAL-0302,Delta Analytics,Delta Analytics - Enterprise Platform Renewal & Expansion,Closed,216000.0,85,59.7,declining,3,3,3,stalled
DEAL-0303,Luminary Data,Luminary Data - Enterprise Platform Renewal & Expansion,Closed,575000.0,165,57.3,improving,2,3,4,lost
DEAL-0304,Quantum Dynamics,Quantum Dynamics - Digital Transformation Deal,Closed,742000.0,3,62.6,declining,10,0,3,lost
DEAL-0305,Pinnacle Networks,Pinnacle Networks - Enterprise Platform Renewal & Expansion,Closed,1198000.0,58,69.7,improving,7,3,2,stalled
DEAL-0306,Matrix Networks,Matrix Networks - Digital Transformation Deal,Closed,875000.0,127,56.9,declining,10,6,0,won
DEAL-0307,Vanguard Cloud,Vanguard Cloud - Digital Transformation Deal,Closed,1396000.0,115,33.1,stable,3,1,1,lost
DEAL-0308,Nexus Enterprise,Nexus Enterprise - Digital Transformation Deal,Closed,1400000.0,26,47.3,stable,5,0,2,stalled
DEAL-0309,Forward Media,Forward Media - Digital Transformation Deal,Closed,946000.0,62,31.2,improving,12,5,0,won
DEAL-0310,Vertex Systems,Vertex Systems - Digital Transformation Deal,Closed,899000.0,177,32.3,improving,9,5,2,lost
DEAL-0311,Stratum Software,Stratum Software - Enterprise Platform Renewal & Expansion,Closed,727000.0,101,6.9,improving,4,0,2,won
DEAL-0312,Nexus Enterprise,Nexus Enterprise - Digital Transformation Deal,Closed,1165000.0,167,71.5,improving,3,0,4,lost
DEAL-0313,Forward Media,Forward Media - Digital Transformation Deal,Closed,1089000.0,41,66.3,declining,11,5,3,lost
DEAL-0314,CloudScale,CloudScale - Enterprise Platform Renewal & Expansion,Closed,227000.0,153,52.7,stable,2,3,2,lost
DEAL-0315,IronClad Security,IronClad Security - Digital Transformation Deal,Closed,145000.0,156,43.4,declining,9,2,0,lost
DEAL-0316,Nexus Enterprise,Nexus Enterprise - Digital Transformation Deal,Closed,918000.0,103,21.6,improving,4,6,1,stalled
DEAL-0317,DataCore Inc,DataCore Inc - Digital Transformation Deal,Closed,964000.0,138,64.0,improving,2,2,2,stalled
DEAL-0318,Sentinels Security,Sentinels Security - Digital Transformation Deal,Closed,1031000.0,21,1.7,improving,8,0,2,won
DEAL-0319,BlueWave Tech,BlueWave Tech - Enterprise Platform Renewal & Expansion,Closed,609000.0,163,51.5,stable,5,3,3,stalled
DEAL-0320,Aura Insights,Aura Insights - Enterprise Platform Renewal & Expansion,Closed,246000.0,82,6.2,improving,2,6,1,stalled
DEAL-0321,ScaleGrid,ScaleGrid - Enterprise Platform Renewal & Expansion,Closed,1150000.0,177,46.5,stable,11,5,3,lost
DEAL-0322,IronClad Security,IronClad Security - Digital Transformation Deal,Closed,148000.0,32,32.9,declining,7,0,2,stalled
DEAL-0323,Frontier AI,Frontier AI - Digital Transformation Deal,Closed,1068000.0,5,12.2,stable,12,4,4,lost
DEAL-0324,Krypton Labs,Krypton Labs - Digital Transformation Deal,Closed,208000.0,33,55.7,improving,5,2,3,stalled
DEAL-0325,Beacon Dynamics,Beacon Dynamics - Digital Transformation Deal,Closed,1463000.0,22,36.0,declining,11,2,0,stalled
DEAL-0326,Forward Media,Forward Media - Digital Transformation Deal,Closed,398000.0,149,48.7,improving,2,1,4,won
DEAL-0327,Acme Corp,Acme Corp - Digital Transformation Deal,Closed,718000.0,41,13.3,improving,7,4,3,stalled
DEAL-0328,IronClad Security,IronClad Security - Digital Transformation Deal,Closed,1086000.0,22,41.4,improving,5,4,0,won
DEAL-0329,ZeroDay Defense,ZeroDay Defense - Enterprise Platform Renewal & Expansion,Closed,1432000.0,122,62.4,stable,2,2,0,lost
DEAL-0330,Acme Corp,Acme Corp - Digital Transformation Deal,Closed,452000.0,162,17.8,stable,5,4,3,lost
DEAL-0331,Genesis Cloud,Genesis Cloud - Enterprise Platform Renewal & Expansion,Closed,829000.0,41,1.0,stable,4,0,1,won
DEAL-0332,Acme Corp,Acme Corp - Enterprise Platform Renewal & Expansion,Closed,22000.0,99,61.2,declining,11,2,0,stalled
DEAL-0333,IronClad Security,IronClad Security - Digital Transformation Deal,Closed,1443000.0,74,7.2,improving,3,6,4,lost
DEAL-0334,Quantum Dynamics,Quantum Dynamics - Digital Transformation Deal,Closed,1127000.0,27,36.6,declining,10,6,3,stalled
DEAL-0335,BlueWave Tech,BlueWave Tech - Digital Transformation Deal,Closed,1447000.0,77,19.2,stable,4,6,3,lost
DEAL-0336,OmniSoft,OmniSoft - Digital Transformation Deal,Closed,422000.0,54,10.2,declining,2,0,1,won
DEAL-0337,Titan Technologies,Titan Technologies - Digital Transformation Deal,Closed,622000.0,94,69.5,improving,9,3,2,lost
DEAL-0338,DataCore Inc,DataCore Inc - Digital Transformation Deal,Closed,1215000.0,157,3.4,stable,5,1,0,lost
DEAL-0339,Pinnacle Networks,Pinnacle Networks - Digital Transformation Deal,Closed,92000.0,69,59.1,improving,5,0,3,lost
DEAL-0340,IronClad Security,IronClad Security - Digital Transformation Deal,Closed,171000.0,34,1.4,improving,3,1,1,lost
DEAL-0341,Quantum Dynamics,Quantum Dynamics - Enterprise Platform Renewal & Expansion,Closed,1408000.0,152,42.4,improving,2,0,0,stalled
DEAL-0342,Titan Technologies,Titan Technologies - Enterprise Platform Renewal & Expansion,Closed,156000.0,34,3.6,stable,6,0,1,lost
DEAL-0343,Stratum Software,Stratum Software - Enterprise Platform Renewal & Expansion,Closed,605000.0,100,49.3,improving,1,2,1,lost
DEAL-0344,Luminary Data,Luminary Data - Digital Transformation Deal,Closed,1327000.0,160,44.8,improving,1,5,2,lost
DEAL-0345,Vertex Systems,Vertex Systems - Digital Transformation Deal,Closed,434000.0,110,14.8,declining,3,1,4,lost
DEAL-0346,Radiant Systems,Radiant Systems - Enterprise Platform Renewal & Expansion,Closed,551000.0,127,25.1,declining,9,4,2,stalled
DEAL-0347,Frontier AI,Frontier AI - Digital Transformation Deal,Closed,904000.0,74,4.7,stable,1,4,2,lost
DEAL-0348,InfiniTech,InfiniTech - Enterprise Platform Renewal & Expansion,Closed,168000.0,64,19.6,declining,11,0,1,stalled
DEAL-0349,Radiant Systems,Radiant Systems - Digital Transformation Deal,Closed,1262000.0,48,17.4,stable,3,6,2,lost
DEAL-0350,Apex Global,Apex Global - Enterprise Platform Renewal & Expansion,Closed,540000.0,147,10.7,improving,10,6,3,lost
DEAL-0351,Frontier AI,Frontier AI - Digital Transformation Deal,Closed,154000.0,157,16.1,declining,4,3,0,stalled
DEAL-0352,Genesis Cloud,Genesis Cloud - Enterprise Platform Renewal & Expansion,Closed,524000.0,85,4.8,improving,3,4,1,lost
DEAL-0353,ZeroDay Defense,ZeroDay Defense - Enterprise Platform Renewal & Expansion,Closed,1442000.0,172,28.8,improving,6,2,2,stalled
DEAL-0354,Forward Media,Forward Media - Enterprise Platform Renewal & Expansion,Closed,667000.0,127,46.9,improving,11,5,4,lost
DEAL-0355,Pinnacle Networks,Pinnacle Networks - Digital Transformation Deal,Closed,892000.0,99,22.4,declining,3,2,1,stalled
DEAL-0356,Acme Corp,Acme Corp - Enterprise Platform Renewal & Expansion,Closed,1424000.0,148,2.8,declining,7,2,4,stalled
DEAL-0357,CyberShield,CyberShield - Enterprise Platform Renewal & Expansion,Closed,228000.0,22,17.5,stable,12,1,0,stalled
DEAL-0358,Optima Solutions,Optima Solutions - Digital Transformation Deal,Closed,413000.0,180,5.3,stable,4,6,0,lost
DEAL-0359,BlueWave Tech,BlueWave Tech - Digital Transformation Deal,Closed,1104000.0,108,35.8,stable,3,2,4,stalled
DEAL-0360,Vertex Systems,Vertex Systems - Enterprise Platform Renewal & Expansion,Closed,876000.0,60,12.1,improving,11,6,0,stalled
DEAL-0361,OmniSoft,OmniSoft - Digital Transformation Deal,Closed,175000.0,46,64.0,improving,6,5,0,stalled
DEAL-0362,CloudScale,CloudScale - Digital Transformation Deal,Closed,1478000.0,10,31.3,declining,8,1,4,lost
DEAL-0363,Forward Media,Forward Media - Digital Transformation Deal,Closed,510000.0,107,50.3,declining,4,5,4,stalled
DEAL-0364,Matrix Networks,Matrix Networks - Digital Transformation Deal,Closed,162000.0,149,39.8,stable,7,1,0,stalled
DEAL-0365,Stratum Software,Stratum Software - Digital Transformation Deal,Closed,1239000.0,156,34.8,improving,11,0,1,won
DEAL-0366,Matrix Networks,Matrix Networks - Enterprise Platform Renewal & Expansion,Closed,721000.0,81,56.6,stable,2,3,2,stalled
DEAL-0367,Aura Insights,Aura Insights - Digital Transformation Deal,Closed,569000.0,97,13.8,improving,7,2,3,stalled
DEAL-0368,InfiniTech,InfiniTech - Enterprise Platform Renewal & Expansion,Closed,855000.0,173,7.4,declining,3,2,4,lost
DEAL-0369,InfiniTech,InfiniTech - Enterprise Platform Renewal & Expansion,Closed,1264000.0,110,69.5,declining,9,6,3,lost
DEAL-0370,IronClad Security,IronClad Security - Digital Transformation Deal,Closed,137000.0,11,36.4,declining,12,6,4,lost
DEAL-0371,Evolve Logic,Evolve Logic - Digital Transformation Deal,Closed,1141000.0,45,70.0,improving,3,1,0,stalled
DEAL-0372,Stratum Software,Stratum Software - Digital Transformation Deal,Closed,1237000.0,155,18.9,declining,3,6,0,stalled
DEAL-0373,ScaleGrid,ScaleGrid - Enterprise Platform Renewal & Expansion,Closed,1288000.0,120,66.1,improving,9,6,4,lost
DEAL-0374,Sentinels Security,Sentinels Security - Digital Transformation Deal,Closed,241000.0,153,42.2,improving,10,0,4,lost
DEAL-0375,Matrix Networks,Matrix Networks - Enterprise Platform Renewal & Expansion,Closed,1323000.0,70,27.9,stable,7,4,4,lost
DEAL-0376,Frontier AI,Frontier AI - Digital Transformation Deal,Closed,233000.0,177,50.1,improving,10,3,2,lost
DEAL-0377,BlueWave Tech,BlueWave Tech - Enterprise Platform Renewal & Expansion,Closed,1383000.0,8,24.7,stable,6,2,2,lost
DEAL-0378,CyberShield,CyberShield - Enterprise Platform Renewal & Expansion,Closed,357000.0,116,55.8,stable,5,2,3,lost
DEAL-0379,CloudScale,CloudScale - Digital Transformation Deal,Closed,333000.0,127,54.8,stable,7,6,0,lost
DEAL-0380,Forward Media,Forward Media - Digital Transformation Deal,Closed,1070000.0,37,56.3,declining,7,4,0,stalled
DEAL-0381,Genesis Cloud,Genesis Cloud - Enterprise Platform Renewal & Expansion,Closed,389000.0,15,66.1,declining,8,1,2,stalled
DEAL-0382,Vanguard Cloud,Vanguard Cloud - Enterprise Platform Renewal & Expansion,Closed,960000.0,177,2.7,stable,2,3,4,lost
DEAL-0383,Vertex Systems,Vertex Systems - Enterprise Platform Renewal & Expansion,Closed,538000.0,69,54.1,declining,3,0,2,won
DEAL-0384,BlueWave Tech,BlueWave Tech - Digital Transformation Deal,Closed,867000.0,59,46.8,declining,4,1,2,stalled
DEAL-0385,Zenith Enterprise,Zenith Enterprise - Digital Transformation Deal,Closed,1175000.0,5,34.4,improving,11,5,1,stalled
DEAL-0386,Acme Corp,Acme Corp - Digital Transformation Deal,Closed,920000.0,167,20.2,stable,5,6,2,lost
DEAL-0387,Hyperion Systems,Hyperion Systems - Digital Transformation Deal,Closed,1022000.0,104,42.3,improving,10,4,2,stalled
DEAL-0388,Matrix Networks,Matrix Networks - Digital Transformation Deal,Closed,180000.0,89,71.2,declining,2,2,2,stalled
DEAL-0389,Nexus Enterprise,Nexus Enterprise - Digital Transformation Deal,Closed,786000.0,17,58.1,declining,4,3,2,lost
DEAL-0390,Apex Global,Apex Global - Enterprise Platform Renewal & Expansion,Closed,1496000.0,110,29.4,declining,5,0,4,lost
DEAL-0391,Genesis Cloud,Genesis Cloud - Digital Transformation Deal,Closed,1076000.0,139,46.1,stable,11,5,2,lost
DEAL-0392,Forward Media,Forward Media - Enterprise Platform Renewal & Expansion,Closed,1317000.0,78,7.5,improving,3,5,2,lost
DEAL-0393,Frontier AI,Frontier AI - Enterprise Platform Renewal & Expansion,Closed,1351000.0,25,16.4,improving,11,5,2,won
DEAL-0394,Optima Solutions,Optima Solutions - Digital Transformation Deal,Closed,887000.0,33,34.1,declining,8,4,4,lost
DEAL-0395,Beacon Dynamics,Beacon Dynamics - Digital Transformation Deal,Closed,308000.0,177,27.8,stable,2,3,0,lost
DEAL-0396,Evolve Logic,Evolve Logic - Digital Transformation Deal,Closed,316000.0,148,64.3,stable,7,1,2,lost
DEAL-0397,Frontier AI,Frontier AI - Enterprise Platform Renewal & Expansion,Closed,742000.0,48,22.9,improving,11,0,3,won
DEAL-0398,Forward Media,Forward Media - Enterprise Platform Renewal & Expansion,Closed,254000.0,36,44.4,declining,2,3,3,lost
DEAL-0399,Vertex Systems,Vertex Systems - Digital Transformation Deal,Closed,76000.0,98,68.4,stable,4,6,4,stalled
DEAL-0400,Acme Corp,Acme Corp - Enterprise Platform Renewal & Expansion,Closed,388000.0,91,22.8,improving,12,3,4,stalled
DEAL-0401,Forward Media,Forward Media - Digital Transformation Deal,Closed,88000.0,119,52.5,declining,5,4,2,lost
DEAL-0402,Delta Analytics,Delta Analytics - Digital Transformation Deal,Closed,1354000.0,51,12.3,stable,6,0,1,won
DEAL-0403,Delta Analytics,Delta Analytics - Digital Transformation Deal,Closed,52000.0,46,9.3,declining,9,5,0,stalled
DEAL-0404,Krypton Labs,Krypton Labs - Enterprise Platform Renewal & Expansion,Closed,942000.0,15,47.8,declining,10,6,0,won
DEAL-0405,DataCore Inc,DataCore Inc - Digital Transformation Deal,Closed,583000.0,67,34.4,improving,9,1,0,won
DEAL-0406,CyberShield,CyberShield - Enterprise Platform Renewal & Expansion,Closed,420000.0,38,30.4,improving,10,4,4,won
DEAL-0407,DataCore Inc,DataCore Inc - Enterprise Platform Renewal & Expansion,Closed,757000.0,54,56.1,declining,10,1,2,lost
DEAL-0408,Matrix Networks,Matrix Networks - Digital Transformation Deal,Closed,831000.0,179,67.2,stable,4,1,0,won
DEAL-0409,CloudScale,CloudScale - Enterprise Platform Renewal & Expansion,Closed,1256000.0,129,11.2,improving,11,6,4,stalled
DEAL-0410,CyberShield,CyberShield - Enterprise Platform Renewal & Expansion,Closed,974000.0,78,19.4,improving,8,0,1,lost
DEAL-0411,Matrix Networks,Matrix Networks - Digital Transformation Deal,Closed,1022000.0,32,7.3,improving,7,0,1,won
DEAL-0412,Forward Media,Forward Media - Digital Transformation Deal,Closed,1344000.0,71,63.3,improving,10,2,2,won
DEAL-0413,ScaleGrid,ScaleGrid - Digital Transformation Deal,Closed,696000.0,179,61.3,stable,7,5,1,stalled
DEAL-0414,BlueWave Tech,BlueWave Tech - Enterprise Platform Renewal & Expansion,Closed,1270000.0,109,65.7,stable,2,6,4,lost
DEAL-0415,Frontier AI,Frontier AI - Enterprise Platform Renewal & Expansion,Closed,1173000.0,10,62.2,declining,10,1,3,lost
DEAL-0416,DataCore Inc,DataCore Inc - Enterprise Platform Renewal & Expansion,Closed,672000.0,69,47.3,improving,2,5,4,lost
DEAL-0417,InfiniTech,InfiniTech - Enterprise Platform Renewal & Expansion,Closed,1011000.0,135,37.9,declining,6,4,0,lost
DEAL-0418,IronClad Security,IronClad Security - Digital Transformation Deal,Closed,1002000.0,101,11.1,declining,11,4,0,won
DEAL-0419,Forward Media,Forward Media - Enterprise Platform Renewal & Expansion,Closed,715000.0,45,5.9,stable,8,2,1,won
